review,rating,date,bank,source,sentiment_score,sentiment
Excellent banking app for all your needs! Who needs a physical branch when you can use Dashen Bank Super App Instead! I've never had an issue with anything that Dashen Bank Super App haven't handled swiftly and resolved to my satisfaction and above I don't often write reviews but this is an app/bank that I would highly recommended to everyone ??Ø ?????ç,5,1/22/2025,Dashen Bank,Google Play,0.9614,Positive
Amizing Application ??ç,5,1/22/2025,Dashen Bank,Google Play,0.4588,Positive
Fastest and easy to use,5,1/22/2025,Dashen Bank,Google Play,0.4404,Positive
·?µ·?ù ·?•·?ª ??è,2,1/21/2025,Dashen Bank,Google Play,0,Neutral
Exellent app with exellent banking system and exellent bank ever,5,1/21/2025,Dashen Bank,Google Play,0,Neutral
Amazing app to use as usual! But why option of transferring to Telebirr and M pesa which was available on Amole app is omitted?? Dasheen is my favourite keep it up.,4,1/20/2025,Dashen Bank,Google Play,0.4682,Positive
Needs some improvement,5,1/20/2025,Dashen Bank,Google Play,0.4588,Positive
Amazing super app,5,1/19/2025,Dashen Bank,Google Play,0.8271,Positive
I hope it will be better than amole,5,1/18/2025,Dashen Bank,Google Play,0.7003,Positive
Wly Super App ilove it ‚ù§Ô∏è ??ç ??? ???,5,1/18/2025,Dashen Bank,Google Play,0.9559,Positive
Dashen yichalal. Ewnetem one step a head,5,1/17/2025,Dashen Bank,Google Play,0,Neutral
It has a Good performance but need more upgrade for more performance like when we login account not be fast balance show other thing looking good. Carry on. Thanks so much for Greatest service,4,1/17/2025,Dashen Bank,Google Play,0.9662,Positive
It is a very wonderful work that has saved its time. That is why it is "Always one step ahead!",5,1/17/2025,Dashen Bank,Google Play,0.7955,Positive
‚??Life-changing!‚?ù I can‚??t imagine going back to traditional banking after using this app. It‚??s so convenient.,5,1/17/2025,Dashen Bank,Google Play,0,Neutral
Pro max,5,1/17/2025,Dashen Bank,Google Play,0,Neutral
The most good app and easy,5,1/16/2025,Dashen Bank,Google Play,0.7264,Positive
"Excellent and user friendly App. Excellence is what makes you always one step ahead. Dashen Bank, Always One Step Ahead !!",5,1/16/2025,Dashen Bank,Google Play,0.9115,Positive
Proud to be dashen family . Shout out to the serial entrepreneur ??è,5,1/16/2025,Dashen Bank,Google Play,0.4767,Positive
First ATM in East africa ‚≠êÔ∏è‚≠êÔ∏è‚≠êÔ∏è‚≠êÔ∏è‚≠êÔ∏è,5,1/16/2025,Dashen Bank,Google Play,0,Neutral
Best app.,5,1/16/2025,Dashen Bank,Google Play,0.6369,Positive
Better Move to catch the competition up??ç,5,1/16/2025,Dashen Bank,Google Play,0.4404,Positive
"Great job my home, my bank.",5,1/16/2025,Dashen Bank,Google Play,0.6249,Positive
Always one step ahead! What a masterpiece.,5,1/16/2025,Dashen Bank,Google Play,0.6588,Positive
Great App Well done Dashen Bank,5,1/15/2025,Dashen Bank,Google Play,0.7351,Positive
Great!,5,1/15/2025,Dashen Bank,Google Play,0.6588,Positive
"I love it but it has bugs during confirmation of password! So, please make it functional",5,1/15/2025,Dashen Bank,Google Play,0.7043,Positive
Always one step forward,5,1/15/2025,Dashen Bank,Google Play,0,Neutral
"It's great! But it will be advanced if you include a caption that allow customers to transfer to Telebirr account. Dashen Bank, ""·?©·?? ·?ç·??·ç° ·??·?∞ ·?µ·??·?? ·??·?≥·??·ç¢"" (Always one step ahead!)",4,1/15/2025,Dashen Bank,Google Play,0.7896,Positive
Small size with vast features and functionalities.,5,1/15/2025,Dashen Bank,Google Play,0,Neutral
Amazing app ??è ??? Dashen bank one step a head,5,1/15/2025,Dashen Bank,Google Play,0.873,Positive
"It has a great application features from the beginning. I'm glad to use it even I haven't used it yet because I haven't activated my account yet. But it's simple, comprehensive, full of information, and fast. ·?†·?≠·?± ·?≥·?∏·??·?Ω: The super app has impressed me more than I expected.",5,1/15/2025,Dashen Bank,Google Play,0.9387,Positive
Dashen Bank Always One Step Ahead!,5,1/15/2025,Dashen Bank,Google Play,0,Neutral
U can't create account,1,1/15/2025,Dashen Bank,Google Play,-0.2057,Negative
Really super app... so seamless and with a nice user interface .. we are proud of you dashen bank ...,5,1/15/2025,Dashen Bank,Google Play,0.8777,Positive
We will see it,2,1/15/2025,Dashen Bank,Google Play,0,Neutral
Always one step a head!,5,1/15/2025,Dashen Bank,Google Play,0,Neutral
"A lightweight,catchy and smooth app",5,1/15/2025,Dashen Bank,Google Play,0,Neutral
Very impressive interface with best security feature and user friendly app.,5,1/15/2025,Dashen Bank,Google Play,0.9245,Positive
It is so far so good it has a unique features than telebirr good job Dashen,5,1/15/2025,Dashen Bank,Google Play,0.7888,Positive
"Yea , it's a good idea to make it with the bank name, it will help for the bank easily to find the application, and customers can easily downloed and use the product. I wish all the best for Dashen bank initiative.",5,1/15/2025,Dashen Bank,Google Play,0.946,Positive
This is My Bank!,5,1/15/2025,Dashen Bank,Google Play,0,Neutral
"Truly, db => AlwaysOneStepAhead !!",5,1/14/2025,Dashen Bank,Google Play,0.5399,Positive
ALWAYS ONE STEP AHEAD,5,1/14/2025,Dashen Bank,Google Play,0,Neutral
Well developed,5,1/14/2025,Dashen Bank,Google Play,0.2732,Positive
oh nice!!! i wish it's very nice app,5,1/14/2025,Dashen Bank,Google Play,0.858,Positive
Really the app looks like amazing. I can't wait to activate in the morning.,5,1/14/2025,Dashen Bank,Google Play,0.743,Positive
Applause ??è Dashen Bank. One of the best super app inorder to pay easily and securely. One step a head.,5,1/14/2025,Dashen Bank,Google Play,0.936,Positive
Wow Dashen Super App ??????,5,1/14/2025,Dashen Bank,Google Play,0.8271,Positive
All in One,5,1/14/2025,Dashen Bank,Google Play,0,Neutral
The best Banking app I have ever seen,5,1/14/2025,Dashen Bank,Google Play,0.6369,Positive
It looks good and simple to use,5,1/14/2025,Dashen Bank,Google Play,0.4404,Positive
App That makes Difference!,5,1/14/2025,Dashen Bank,Google Play,0,Neutral
Faster and userfriendly,5,1/14/2025,Dashen Bank,Google Play,0,Neutral
"Waw Great and innovated,user friendly, always one step ahead",5,1/13/2025,Dashen Bank,Google Play,0.8074,Positive
It's Best waww ??è,5,1/13/2025,Dashen Bank,Google Play,0.6369,Positive
Always one step ahead,5,1/13/2025,Dashen Bank,Google Play,0,Neutral
"Like Me, I Hope It Works Better Than Before.",5,1/11/2025,Dashen Bank,Google Play,0.8074,Positive
